,顧客ID,登録日,顧客名,メールアドレス,都道府県,市区町村,顧客区分,獲得チャネル,会員ランク,有効会員フラグ,年収帯,注文ID,顧客ID(注文),注文日,注文ステータス,販売チャネル,支払方法,配送先都道府県,クーポンコード,小計金額,割引金額,送料,合計金額
392,C00182,2024-11-26,中村 陽葵,customer00182@example.jp,東京都,新宿区,個人,広告検索,プラチナ,有,"800～1,200万円",O000144,C00182,2024-07-17,配達完了,ウェブ,クレジットカード,東京都,,787.47,0.0,0.0,787.47
393,C00183,2023-06-27,高橋 悠真,customer00183@example.jp,東京都,新宿区,個人,自然検索,シルバー,有,300万円未満,O000398,C00183,2025-12-13,発送済み,ウェブ,クレジットカード,東京都,B2B5,321.29,16.06,0.0,305.23
394,C00183,2023-06-27,高橋 悠真,customer00183@example.jp,東京都,新宿区,個人,自然検索,シルバー,有,300万円未満,O000434,C00183,2024-09-20,発送済み,ウェブ,スマホ決済,東京都,SPRING15,114.64,17.2,5.9,103.34
395,C00184,2024-10-23,渡辺 悠真,customer00184@example.jp,神奈川県,横浜市,個人,自然検索,ブロンズ,無,500～800万円,,,,,,,,,,,,
396,C00185,2023-10-23,山本 悠真,customer00185@example.jp,千葉県,船橋市,大企業,提携先,ブロンズ,有,300～500万円,O000285,C00185,2024-08-29,配達完了,ウェブ,請求書払い,千葉県,,569.72,0.0,0.0,569.72
397,C00185,2023-10-23,山本 悠真,customer00185@example.jp,千葉県,船橋市,大企業,提携先,ブロンズ,有,300～500万円,O000492,C00185,2024-09-19,配達完了,ウェブ,スマホ決済,千葉県,,594.52,0.0,0.0,594.52
398,C00185,2023-10-23,山本 悠真,customer00185@example.jp,千葉県,船橋市,大企業,提携先,ブロンズ,有,300～500万円,O000501,C00185,2025-11-24,配達完了,モバイルアプリ,スマホ決済,千葉県,,718.64,0.0,0.0,718.64
399,C00186,2024-07-22,伊藤 凛,customer00186@example.jp,千葉県,柏市,個人,広告検索,ブロンズ,有,"1,200万円以上",O000647,C00186,2025-08-06,配達完了,モール,クレジットカード,千葉県,,163.3,0.0,0.0,163.3
400,C00187,2025-03-25,山本 大和,customer00187@example.jp,北海道,函館市,個人,紹介,ブロンズ,有,300万円未満,O000167,C00187,2024-09-28,配達完了,ウェブ,スマホ決済,北海道,,1238.88,0.0,0.0,1238.88
401,C00187,2025-03-25,山本 大和,customer00187@example.jp,北海道,函館市,個人,紹介,ブロンズ,有,300万円未満,O000359,C00187,2025-02-12,発送済み,モバイルアプリ,クレジットカード,北海道,SPRING15,1140.44,171.07,0.0,969.37
402,C00187,2025-03-25,山本 大和,customer00187@example.jp,北海道,函館市,個人,紹介,ブロンズ,有,300万円未満,O000633,C00187,2024-06-27,発送済み,ウェブ,スマホ決済,北海道,WELCOME10,761.44,76.14,0.0,685.3
403,C00188,2024-10-01,渡辺 陽葵,customer00188@example.jp,福岡県,北九州市,中小企業,自然検索,シルバー,有,500～800万円,O000033,C00188,2025-05-05,配達完了,モバイルアプリ,スマホ決済,福岡県,VIP20,642.73,128.55,0.0,514.18
404,C00188,2024-10-01,渡辺 陽葵,customer00188@example.jp,福岡県,北九州市,中小企業,自然検索,シルバー,有,500～800万円,O000373,C00188,2025-05-15,配達完了,モバイルアプリ,銀行振込,福岡県,WELCOME10,811.6,81.16,0.0,730.44
405,C00188,2024-10-01,渡辺 陽葵,customer00188@example.jp,福岡県,北九州市,中小企業,自然検索,シルバー,有,500～800万円,O000523,C00188,2025-10-16,配達完了,モバイルアプリ,銀行振込,福岡県,VIP20,372.09,74.42,0.0,297.67
406,C00188,2024-10-01,渡辺 陽葵,customer00188@example.jp,福岡県,北九州市,中小企業,自然検索,シルバー,有,500～800万円,O000586,C00188,2024-12-31,配達完了,ウェブ,クレジットカード,福岡県,WELCOME10,1198.89,119.89,0.0,1079.0
407,C00189,2023-08-15,鈴木 結菜,customer00189@example.jp,東京都,世田谷区,個人,SNS,ブロンズ,有,"1,200万円以上",O000160,C00189,2025-05-27,配達完了,モバイルアプリ,スマホ決済,東京都,,215.56,0.0,0.0,215.56
408,C00189,2023-08-15,鈴木 結菜,customer00189@example.jp,東京都,世田谷区,個人,SNS,ブロンズ,有,"1,200万円以上",O000193,C00189,2025-12-13,発送済み,ウェブ,スマホ決済,東京都,,129.4,0.0,5.9,135.3
409,C00189,2023-08-15,鈴木 結菜,customer00189@example.jp,東京都,世田谷区,個人,SNS,ブロンズ,有,"1,200万円以上",O000577,C00189,2025-06-24,配達完了,モバイルアプリ,クレジットカード,東京都,,55.1,0.0,5.9,61.0
410,C00190,2024-08-08,鈴木 陽翔,customer00190@example.jp,大阪府,吹田市,中小企業,SNS,シルバー,有,300万円未満,O000011,C00190,2025-02-03,配達完了,モバイルアプリ,スマホ決済,大阪府,,1181.4,0.0,0.0,1181.4
411,C00190,2024-08-08,鈴木 陽翔,customer00190@example.jp,大阪府,吹田市,中小企業,SNS,シルバー,有,300万円未満,O000106,C00190,2024-08-29,配達完了,営業担当,クレジットカード,大阪府,WELCOME10,1254.16,125.42,0.0,1128.74
412,C00190,2024-08-08,鈴木 陽翔,customer00190@example.jp,大阪府,吹田市,中小企業,SNS,シルバー,有,300万円未満,O000162,C00190,2024-08-22,配達完了,営業担当,スマホ決済,大阪府,,834.36,0.0,0.0,834.36
413,C00190,2024-08-08,鈴木 陽翔,customer00190@example.jp,大阪府,吹田市,中小企業,SNS,シルバー,有,300万円未満,O000179,C00190,2024-08-14,配達完了,モール,スマホ決済,大阪府,B2B5,567.48,28.37,0.0,539.11
414,C00191,2025-08-10,渡辺 芽依,customer00191@example.jp,神奈川県,川崎市,中小企業,SNS,シルバー,有,300～500万円,O000002,C00191,2024-02-28,配達完了,ウェブ,クレジットカード,神奈川県,,362.25,0.0,0.0,362.25
415,C00191,2025-08-10,渡辺 芽依,customer00191@example.jp,神奈川県,川崎市,中小企業,SNS,シルバー,有,300～500万円,O000134,C00191,2024-03-16,配達完了,ウェブ,スマホ決済,神奈川県,WELCOME10,518.92,51.89,0.0,467.03
416,C00192,2024-08-20,山本 結菜,customer00192@example.jp,東京都,千代田区,個人,広告検索,シルバー,有,300万円未満,O000362,C00192,2025-01-04,配達完了,ウェブ,スマホ決済,東京都,,76.44,0.0,5.9,82.34
417,C00192,2024-08-20,山本 結菜,customer00192@example.jp,東京都,千代田区,個人,広告検索,シルバー,有,300万円未満,O000564,C00192,2025-04-19,配達完了,モバイルアプリ,スマホ決済,東京都,,230.48,0.0,0.0,230.48
418,C00192,2024-08-20,山本 結菜,customer00192@example.jp,東京都,千代田区,個人,広告検索,シルバー,有,300万円未満,O000622,C00192,2024-02-24,発送済み,ウェブ,クレジットカード,東京都,FREESHIP,482.2,0.0,0.0,482.2
419,C00193,2023-02-27,田中 悠真,customer00193@example.jp,東京都,渋谷区,中小企業,SNS,ブロンズ,有,300～500万円,O000050,C00193,2024-11-12,配達完了,モバイルアプリ,クレジットカード,東京都,B2B5,308.94,15.45,0.0,293.49
420,C00193,2023-02-27,田中 悠真,customer00193@example.jp,東京都,渋谷区,中小企業,SNS,ブロンズ,有,300～500万円,O000094,C00193,2025-07-24,配達完了,モバイルアプリ,スマホ決済,東京都,,275.79,0.0,0.0,275.79
421,C00193,2023-02-27,田中 悠真,customer00193@example.jp,東京都,渋谷区,中小企業,SNS,ブロンズ,有,300～500万円,O000385,C00193,2024-05-19,配達完了,モバイルアプリ,クレジットカード,東京都,,669.69,0.0,0.0,669.69
422,C00193,2023-02-27,田中 悠真,customer00193@example.jp,東京都,渋谷区,中小企業,SNS,ブロンズ,有,300～500万円,O000389,C00193,2025-06-19,処理中,モバイルアプリ,クレジットカード,東京都,,511.62,0.0,0.0,511.62
423,C00194,2025-12-01,鈴木 大和,customer00194@example.jp,神奈川県,横浜市,中小企業,店頭,ブロンズ,有,300万円未満,O000212,C00194,2024-05-11,配達完了,モバイルアプリ,クレジットカード,神奈川県,WELCOME10,732.08,73.21,0.0,658.87
424,C00194,2025-12-01,鈴木 大和,customer00194@example.jp,神奈川県,横浜市,中小企業,店頭,ブロンズ,有,300万円未満,O000224,C00194,2024-05-21,発送済み,ウェブ,スマホ決済,神奈川県,,656.75,0.0,0.0,656.75
425,C00194,2025-12-01,鈴木 大和,customer00194@example.jp,神奈川県,横浜市,中小企業,店頭,ブロンズ,有,300万円未満,O000592,C00194,2025-12-15,処理中,ウェブ,クレジットカード,神奈川県,VIP20,403.94,80.79,0.0,323.15
426,C00195,2025-02-05,中村 さくら,customer00195@example.jp,大阪府,大阪市,個人,広告検索,シルバー,有,500～800万円,O000519,C00195,2024-10-25,キャンセル,ウェブ,スマホ決済,大阪府,,543.77,0.0,0.0,543.77
427,C00195,2025-02-05,中村 さくら,customer00195@example.jp,大阪府,大阪市,個人,広告検索,シルバー,有,500～800万円,O000681,C00195,2025-12-26,キャンセル,モール,クレジットカード,大阪府,,712.83,0.0,0.0,712.83
428,C00196,2024-07-17,佐藤 さくら,customer00196@example.jp,東京都,渋谷区,個人,提携先,ゴールド,有,500～800万円,O000251,C00196,2024-02-21,返品済み,ウェブ,クレジットカード,東京都,,1108.35,0.0,0.0,1108.35
429,C00196,2024-07-17,佐藤 さくら,customer00196@example.jp,東京都,渋谷区,個人,提携先,ゴールド,有,500～800万円,O000267,C00196,2024-06-21,配達完了,モバイルアプリ,スマホ決済,東京都,FREESHIP,589.92,0.0,0.0,589.92
430,C00197,2024-02-17,佐藤 悠真,customer00197@example.jp,愛知県,名古屋市,個人,店頭,ブロンズ,有,"800～1,200万円",O000126,C00197,2025-08-04,キャンセル,ウェブ,コンビニ払い,愛知県,B2B5,1069.38,53.47,0.0,1015.91
431,C00197,2024-02-17,佐藤 悠真,customer00197@example.jp,愛知県,名古屋市,個人,店頭,ブロンズ,有,"800～1,200万円",O000210,C00197,2024-12-03,配達完了,モバイルアプリ,請求書払い,愛知県,,477.36,0.0,0.0,477.36
432,C00197,2024-02-17,佐藤 悠真,customer00197@example.jp,愛知県,名古屋市,個人,店頭,ブロンズ,有,"800～1,200万円",O000550,C00197,2025-11-19,配達完了,モバイルアプリ,スマホ決済,愛知県,,423.97,0.0,0.0,423.97
433,C00198,2024-05-05,山本 陽翔,customer00198@example.jp,千葉県,船橋市,大企業,紹介,シルバー,有,300～500万円,O000035,C00198,2025-05-31,配達完了,モール,クレジットカード,千葉県,FREESHIP,70.24,0.0,0.0,70.24
434,C00198,2024-05-05,山本 陽翔,customer00198@example.jp,千葉県,船橋市,大企業,紹介,シルバー,有,300～500万円,O000384,C00198,2024-01-14,配達完了,ウェブ,銀行振込,千葉県,WELCOME10,253.43,25.34,0.0,228.09
435,C00198,2024-05-05,山本 陽翔,customer00198@example.jp,千葉県,船橋市,大企業,紹介,シルバー,有,300～500万円,O000455,C00198,2024-02-14,配達完了,ウェブ,クレジットカード,千葉県,WELCOME10,224.39,22.44,0.0,201.95
436,C00198,2024-05-05,山本 陽翔,customer00198@example.jp,千葉県,船橋市,大企業,紹介,シルバー,有,300～500万円,O000499,C00198,2024-11-25,キャンセル,ウェブ,クレジットカード,千葉県,,93.71,0.0,5.9,99.61
437,C00199,2022-01-11,田中 湊,customer00199@example.jp,北海道,旭川市,大企業,自然検索,ブロンズ,有,"1,200万円以上",O000228,C00199,2025-02-18,配達完了,モール,スマホ決済,北海道,FREESHIP,627.27,0.0,0.0,627.27
438,C00199,2022-01-11,田中 湊,customer00199@example.jp,北海道,旭川市,大企業,自然検索,ブロンズ,有,"1,200万円以上",O000421,C00199,2024-07-11,発送済み,ウェブ,請求書払い,北海道,SPRING15,173.03,25.95,0.0,147.08
439,C00199,2022-01-11,田中 湊,customer00199@example.jp,北海道,旭川市,大企業,自然検索,ブロンズ,有,"1,200万円以上",O000572,C00199,2025-01-29,キャンセル,モバイルアプリ,スマホ決済,北海道,SPRING15,1261.38,189.21,0.0,1072.17
440,C00200,2025-12-21,佐藤 陽葵,customer00200@example.jp,神奈川県,藤沢市,大企業,広告検索,シルバー,有,300万円未満,O000514,C00200,2025-08-23,配達完了,ウェブ,クレジットカード,神奈川県,,217.57,0.0,0.0,217.57
441,C00200,2025-12-21,佐藤 陽葵,customer00200@example.jp,神奈川県,藤沢市,大企業,広告検索,シルバー,有,300万円未満,O000590,C00200,2025-03-19,キャンセル,モバイルアプリ,クレジットカード,神奈川県,,104.56,0.0,5.9,110.46
442,C00201,2024-07-28,田中 さくら,customer00201@example.jp,千葉県,千葉市,個人,紹介,ゴールド,無,500～800万円,,,,,,,,,,,,
443,C00202,2024-01-14,田中 蓮,customer00202@example.jp,大阪府,豊中市,個人,自然検索,ブロンズ,有,300～500万円,O000220,C00202,2025-08-09,キャンセル,モバイルアプリ,クレジットカード,大阪府,,298.58,0.0,0.0,298.58
444,C00202,2024-01-14,田中 蓮,customer00202@example.jp,大阪府,豊中市,個人,自然検索,ブロンズ,有,300～500万円,O000254,C00202,2025-09-25,キャンセル,モール,クレジットカード,大阪府,WELCOME10,420.4,42.04,0.0,378.36
445,C00202,2024-01-14,田中 蓮,customer00202@example.jp,大阪府,豊中市,個人,自然検索,ブロンズ,有,300～500万円,O000611,C00202,2025-06-29,配達完了,モール,銀行振込,大阪府,,519.49,0.0,0.0,519.49
446,C00203,2023-06-27,佐藤 陽葵,customer00203@example.jp,北海道,旭川市,中小企業,SNS,ゴールド,無,300～500万円,,,,,,,,,,,,
447,C00204,2024-08-04,高橋 陽葵,customer00204@example.jp,福岡県,久留米市,個人,紹介,ゴールド,有,"800～1,200万円",O000578,C00204,2025-06-12,配達完了,モバイルアプリ,スマホ決済,福岡県,,345.92,0.0,0.0,345.92
448,C00205,2024-04-13,佐藤 湊,customer00205@example.jp,北海道,旭川市,中小企業,紹介,シルバー,有,500～800万円,O000108,C00205,2024-06-28,配達完了,ウェブ,スマホ決済,北海道,,51.99,0.0,5.9,57.89
449,C00205,2024-04-13,佐藤 湊,customer00205@example.jp,北海道,旭川市,中小企業,紹介,シルバー,有,500～800万円,O000136,C00205,2024-07-24,配達完了,ウェブ,クレジットカード,北海道,,362.45,0.0,0.0,362.45
450,C00205,2024-04-13,佐藤 湊,customer00205@example.jp,北海道,旭川市,中小企業,紹介,シルバー,有,500～800万円,O000229,C00205,2024-01-08,配達完了,ウェブ,クレジットカード,北海道,,550.72,0.0,0.0,550.72
451,C00205,2024-04-13,佐藤 湊,customer00205@example.jp,北海道,旭川市,中小企業,紹介,シルバー,有,500～800万円,O000258,C00205,2024-11-07,配達完了,モール,クレジットカード,北海道,,438.75,0.0,0.0,438.75
452,C00205,2024-04-13,佐藤 湊,customer00205@example.jp,北海道,旭川市,中小企業,紹介,シルバー,有,500～800万円,O000676,C00205,2024-08-18,配達完了,モール,クレジットカード,北海道,,115.69,0.0,5.9,121.59
453,C00206,2023-08-22,田中 樹,customer00206@example.jp,福岡県,福岡市,個人,紹介,ブロンズ,有,500～800万円,O000343,C00206,2025-11-28,キャンセル,ウェブ,クレジットカード,福岡県,,1385.46,0.0,0.0,1385.46
454,C00206,2023-08-22,田中 樹,customer00206@example.jp,福岡県,福岡市,個人,紹介,ブロンズ,有,500～800万円,O000596,C00206,2025-09-26,配達完了,ウェブ,スマホ決済,福岡県,,1158.71,0.0,0.0,1158.71
455,C00206,2023-08-22,田中 樹,customer00206@example.jp,福岡県,福岡市,個人,紹介,ブロンズ,有,500～800万円,O000684,C00206,2025-12-31,配達完了,モバイルアプリ,クレジットカード,福岡県,VIP20,1345.7,269.14,0.0,1076.56
456,C00207,2023-04-24,佐藤 大和,customer00207@example.jp,神奈川県,相模原市,個人,自然検索,プラチナ,有,300～500万円,O000199,C00207,2025-11-03,配達完了,モバイルアプリ,スマホ決済,神奈川県,SPRING15,451.35,67.7,0.0,383.65
457,C00207,2023-04-24,佐藤 大和,customer00207@example.jp,神奈川県,相模原市,個人,自然検索,プラチナ,有,300～500万円,O000585,C00207,2025-10-12,配達完了,モバイルアプリ,コンビニ払い,神奈川県,,1374.88,0.0,0.0,1374.88
458,C00208,2023-01-09,中村 樹,customer00208@example.jp,東京都,渋谷区,個人,広告検索,ブロンズ,有,500～800万円,O000089,C00208,2024-05-31,配達完了,モール,クレジットカード,東京都,,842.83,0.0,0.0,842.83
459,C00208,2023-01-09,中村 樹,customer00208@example.jp,東京都,渋谷区,個人,広告検索,ブロンズ,有,500～800万円,O000364,C00208,2024-03-09,配達完了,モール,クレジットカード,東京都,VIP20,1088.91,217.78,0.0,871.13
460,C00209,2024-11-04,渡辺 陽葵,customer00209@example.jp,東京都,千代田区,個人,自然検索,ブロンズ,無,300～500万円,,,,,,,,,,,,
461,C00210,2025-06-24,佐藤 蓮,customer00210@example.jp,大阪府,豊中市,個人,店頭,ブロンズ,有,"800～1,200万円",O000180,C00210,2025-01-16,配達完了,モール,コンビニ払い,大阪府,SPRING15,1024.8,153.72,0.0,871.08
462,C00210,2025-06-24,佐藤 蓮,customer00210@example.jp,大阪府,豊中市,個人,店頭,ブロンズ,有,"800～1,200万円",O000464,C00210,2025-11-27,配達完了,ウェブ,コンビニ払い,大阪府,,1283.51,0.0,0.0,1283.51
463,C00210,2025-06-24,佐藤 蓮,customer00210@example.jp,大阪府,豊中市,個人,店頭,ブロンズ,有,"800～1,200万円",O000465,C00210,2024-04-22,発送済み,ウェブ,クレジットカード,大阪府,,1062.55,0.0,0.0,1062.55
464,C00210,2025-06-24,佐藤 蓮,customer00210@example.jp,大阪府,豊中市,個人,店頭,ブロンズ,有,"800～1,200万円",O000561,C00210,2024-05-02,配達完了,モール,スマホ決済,大阪府,SPRING15,1307.25,196.09,0.0,1111.16
465,C00211,2022-08-23,佐藤 葵,customer00211@example.jp,東京都,世田谷区,中小企業,紹介,ブロンズ,有,300万円未満,O000400,C00211,2025-12-26,処理中,ウェブ,スマホ決済,東京都,,1226.83,0.0,0.0,1226.83
466,C00211,2022-08-23,佐藤 葵,customer00211@example.jp,東京都,世田谷区,中小企業,紹介,ブロンズ,有,300万円未満,O000598,C00211,2025-06-18,配達完了,モバイルアプリ,クレジットカード,東京都,,638.75,0.0,0.0,638.75
467,C00212,2023-08-21,田中 さくら,customer00212@example.jp,東京都,千代田区,個人,紹介,ブロンズ,有,500～800万円,O000008,C00212,2024-04-23,発送済み,ウェブ,スマホ決済,東京都,VIP20,1192.07,238.41,0.0,953.66
468,C00213,2024-04-23,鈴木 湊,customer00213@example.jp,福岡県,久留米市,個人,広告検索,ブロンズ,有,300万円未満,O000158,C00213,2025-10-25,発送済み,モール,銀行振込,福岡県,,1126.61,0.0,0.0,1126.61
469,C00213,2024-04-23,鈴木 湊,customer00213@example.jp,福岡県,久留米市,個人,広告検索,ブロンズ,有,300万円未満,O000271,C00213,2024-02-09,処理中,ウェブ,請求書払い,福岡県,B2B5,1056.77,52.84,0.0,1003.93
470,C00214,2022-01-01,田中 陽葵,customer00214@example.jp,東京都,千代田区,個人,広告検索,シルバー,有,300～500万円,O000170,C00214,2025-09-02,配達完了,モバイルアプリ,クレジットカード,東京都,FREESHIP,529.16,0.0,0.0,529.16
471,C00214,2022-01-01,田中 陽葵,customer00214@example.jp,東京都,千代田区,個人,広告検索,シルバー,有,300～500万円,O000274,C00214,2025-06-06,キャンセル,モール,スマホ決済,東京都,,916.37,0.0,0.0,916.37
472,C00215,2023-01-02,鈴木 陽翔,customer00215@example.jp,東京都,新宿区,個人,紹介,シルバー,有,"800～1,200万円",O000117,C00215,2024-03-16,配達完了,モバイルアプリ,クレジットカード,東京都,B2B5,1311.95,65.6,0.0,1246.35
473,C00215,2023-01-02,鈴木 陽翔,customer00215@example.jp,東京都,新宿区,個人,紹介,シルバー,有,"800～1,200万円",O000424,C00215,2025-08-24,発送済み,ウェブ,銀行振込,東京都,,557.31,0.0,0.0,557.31
474,C00216,2025-11-26,中村 結菜,customer00216@example.jp,北海道,函館市,大企業,店頭,ブロンズ,有,300～500万円,O000139,C00216,2024-08-14,配達完了,モバイルアプリ,クレジットカード,北海道,WELCOME10,63.03,6.3,5.9,62.63
475,C00216,2025-11-26,中村 結菜,customer00216@example.jp,北海道,函館市,大企業,店頭,ブロンズ,有,300～500万円,O000661,C00216,2024-12-04,配達完了,モバイルアプリ,クレジットカード,北海道,,1015.48,0.0,0.0,1015.48
476,C00217,2022-12-20,高橋 大和,customer00217@example.jp,福岡県,福岡市,中小企業,広告検索,シルバー,有,500～800万円,O000061,C00217,2024-01-10,キャンセル,モール,スマホ決済,福岡県,,1327.52,0.0,0.0,1327.52
477,C00218,2022-05-24,渡辺 大和,customer00218@example.jp,福岡県,北九州市,大企業,自然検索,シルバー,有,300～500万円,O000142,C00218,2025-12-24,配達完了,ウェブ,スマホ決済,福岡県,SPRING15,1434.16,215.12,0.0,1219.04
478,C00218,2022-05-24,渡辺 大和,customer00218@example.jp,福岡県,北九州市,大企業,自然検索,シルバー,有,300～500万円,O000175,C00218,2024-07-27,キャンセル,ウェブ,銀行振込,福岡県,,719.22,0.0,0.0,719.22
479,C00218,2022-05-24,渡辺 大和,customer00218@example.jp,福岡県,北九州市,大企業,自然検索,シルバー,有,300～500万円,O000245,C00218,2025-07-03,配達完了,ウェブ,クレジットカード,福岡県,,1192.78,0.0,0.0,1192.78
480,C00218,2022-05-24,渡辺 大和,customer00218@example.jp,福岡県,北九州市,大企業,自然検索,シルバー,有,300～500万円,O000284,C00218,2024-01-31,配達完了,ウェブ,クレジットカード,福岡県,FREESHIP,1362.88,0.0,0.0,1362.88
481,C00218,2022-05-24,渡辺 大和,customer00218@example.jp,福岡県,北九州市,大企業,自然検索,シルバー,有,300～500万円,O000484,C00218,2024-02-17,配達完了,モバイルアプリ,コンビニ払い,福岡県,,239.29,0.0,0.0,239.29
482,C00218,2022-05-24,渡辺 大和,customer00218@example.jp,福岡県,北九州市,大企業,自然検索,シルバー,有,300～500万円,O000716,C00218,2024-12-15,配達完了,ウェブ,銀行振込,福岡県,,1285.29,0.0,0.0,1285.29
483,C00219,2025-08-09,山本 湊,customer00219@example.jp,福岡県,北九州市,個人,紹介,シルバー,有,300～500万円,O000414,C00219,2024-01-04,配達完了,モバイルアプリ,コンビニ払い,福岡県,B2B5,224.72,11.24,0.0,213.48
484,C00219,2025-08-09,山本 湊,customer00219@example.jp,福岡県,北九州市,個人,紹介,シルバー,有,300～500万円,O000703,C00219,2024-04-18,配達完了,ウェブ,スマホ決済,福岡県,,716.8,0.0,0.0,716.8
485,C00220,2025-02-18,渡辺 樹,customer00220@example.jp,神奈川県,藤沢市,個人,紹介,ブロンズ,有,500～800万円,O000278,C00220,2025-11-30,配達完了,モバイルアプリ,クレジットカード,神奈川県,,131.9,0.0,5.9,137.8
486,C00220,2025-02-18,渡辺 樹,customer00220@example.jp,神奈川県,藤沢市,個人,紹介,ブロンズ,有,500～800万円,O000374,C00220,2024-09-26,配達完了,モール,クレジットカード,神奈川県,,905.55,0.0,0.0,905.55
487,C00220,2025-02-18,渡辺 樹,customer00220@example.jp,神奈川県,藤沢市,個人,紹介,ブロンズ,有,500～800万円,O000453,C00220,2025-01-03,返品済み,営業担当,コンビニ払い,神奈川県,,1013.01,0.0,0.0,1013.01
488,C00220,2025-02-18,渡辺 樹,customer00220@example.jp,神奈川県,藤沢市,個人,紹介,ブロンズ,有,500～800万円,O000524,C00220,2025-09-16,配達完了,ウェブ,スマホ決済,神奈川県,,1055.31,0.0,0.0,1055.31
489,C00221,2025-05-22,鈴木 さくら,customer00221@example.jp,千葉県,柏市,中小企業,紹介,シルバー,有,500～800万円,O000515,C00221,2025-01-18,配達完了,モバイルアプリ,請求書払い,千葉県,,1045.33,0.0,0.0,1045.33
490,C00221,2025-05-22,鈴木 さくら,customer00221@example.jp,千葉県,柏市,中小企業,紹介,シルバー,有,500～800万円,O000559,C00221,2024-07-24,返品済み,営業担当,クレジットカード,千葉県,,207.9,0.0,0.0,207.9
491,C00221,2025-05-22,鈴木 さくら,customer00221@example.jp,千葉県,柏市,中小企業,紹介,シルバー,有,500～800万円,O000665,C00221,2025-08-19,配達完了,モバイルアプリ,請求書払い,千葉県,,480.84,0.0,0.0,480.84
492,C00222,2025-10-09,渡辺 湊,customer00222@example.jp,千葉県,船橋市,個人,SNS,シルバー,無,300～500万円,,,,,,,,,,,,
493,C00223,2025-05-01,田中 凛,customer00223@example.jp,神奈川県,横浜市,個人,自然検索,シルバー,有,300～500万円,,,,,,,,,,,,
494,C00224,2023-02-23,高橋 悠真,customer00224@example.jp,神奈川県,相模原市,個人,広告検索,ゴールド,有,"800～1,200万円",O000215,C00224,2025-11-05,キャンセル,ウェブ,スマホ決済,神奈川県,,909.82,0.0,0.0,909.82
495,C00224,2023-02-23,高橋 悠真,customer00224@example.jp,神奈川県,相模原市,個人,広告検索,ゴールド,有,"800～1,200万円",O000361,C00224,2024-02-01,配達完了,モール,銀行振込,神奈川県,,1124.77,0.0,0.0,1124.77
496,C00224,2023-02-23,高橋 悠真,customer00224@example.jp,神奈川県,相模原市,個人,広告検索,ゴールド,有,"800～1,200万円",O000487,C00224,2025-11-14,発送済み,営業担当,スマホ決済,神奈川県,,578.26,0.0,0.0,578.26
497,C00224,2023-02-23,高橋 悠真,customer00224@example.jp,神奈川県,相模原市,個人,広告検索,ゴールド,有,"800～1,200万円",O000603,C00224,2024-10-23,処理中,モール,銀行振込,神奈川県,,386.91,0.0,0.0,386.91
498,C00224,2023-02-23,高橋 悠真,customer00224@example.jp,神奈川県,相模原市,個人,広告検索,ゴールド,有,"800～1,200万円",O000628,C00224,2024-03-05,配達完了,ウェブ,銀行振込,神奈川県,VIP20,435.79,87.16,0.0,348.63
499,C00225,2025-04-25,佐藤 樹,customer00225@example.jp,千葉県,千葉市,個人,自然検索,プラチナ,無,500～800万円,O000544,C00225,2025-01-30,発送済み,モバイルアプリ,スマホ決済,千葉県,,77.42,0.0,5.9,83.32
500,C00226,2025-10-23,中村 樹,customer00226@example.jp,北海道,旭川市,個人,紹介,ブロンズ,有,500～800万円,O000439,C00226,2025-11-27,配達完了,ウェブ,請求書払い,北海道,,862.0,0.0,0.0,862.0
501,C00226,2025-10-23,中村 樹,customer00226@example.jp,北海道,旭川市,個人,紹介,ブロンズ,有,500～800万円,O000567,C00226,2025-09-02,発送済み,モバイルアプリ,クレジットカード,北海道,,168.95,0.0,0.0,168.95
502,C00227,2022-10-05,山本 樹,customer00227@example.jp,千葉県,柏市,大企業,店頭,シルバー,有,300～500万円,O000169,C00227,2025-07-30,配達完了,ウェブ,銀行振込,千葉県,,1124.38,0.0,0.0,1124.38
503,C00227,2022-10-05,山本 樹,customer00227@example.jp,千葉県,柏市,大企業,店頭,シルバー,有,300～500万円,O000441,C00227,2025-05-31,配達完了,ウェブ,スマホ決済,千葉県,,598.77,0.0,0.0,598.77
504,C00227,2022-10-05,山本 樹,customer00227@example.jp,千葉県,柏市,大企業,店頭,シルバー,有,300～500万円,O000500,C00227,2025-12-16,配達完了,モバイルアプリ,銀行振込,千葉県,FREESHIP,1155.21,0.0,0.0,1155.21
505,C00228,2022-08-03,高橋 陽葵,customer00228@example.jp,東京都,千代田区,中小企業,自然検索,ブロンズ,有,300～500万円,O000535,C00228,2024-08-29,配達完了,ウェブ,クレジットカード,東京都,,309.52,0.0,0.0,309.52
506,C00228,2022-08-03,高橋 陽葵,customer00228@example.jp,東京都,千代田区,中小企業,自然検索,ブロンズ,有,300～500万円,O000616,C00228,2025-07-21,配達完了,モバイルアプリ,銀行振込,東京都,,245.27,0.0,0.0,245.27
507,C00228,2022-08-03,高橋 陽葵,customer00228@example.jp,東京都,千代田区,中小企業,自然検索,ブロンズ,有,300～500万円,O000630,C00228,2025-04-03,返品済み,モバイルアプリ,コンビニ払い,東京都,,187.02,0.0,0.0,187.02
